Season,TeamName,Composite,NumCommits,Rank
2026,Duke,69.16,4,1 2026,Michigan State,67.31,4,2 2026,Kansas,65.89,4,3 2026,Michigan,65.61,5,4 2026,Arkansas,65.45,3,5 2026,Maryland,64.95,4,6 2026,Purdue,64.49,4,7 2026,Florida State,64.04,5,8 2026,Alabama,63.81,3,9 2026,Missouri,63.04,3,10 2026,Texas,62.44,4,11 2026,Pittsburgh,62.22,3,12 2026,Oklahoma State,60.56,3,13 2026,BYU,60.16,5,14 2026,Vanderbilt,60.03,3,15 2026,Stanford,59.49,4,16 2026,Mississippi State,59.00,3,17 2026,Iowa State,58.86,4,18 2026,Indiana,58.82,3,19 2026,Gonzaga,57.51,3,20 2026,Illinois,56.80,3,21 2026,West Virginia,56.33,3,22 2026,LSU,56.30,3,23 2026,Tennessee,54.83,3,24 2026,North Carolina,53.20,3,25 2026,USC,52.91,2,26 2026,Houston,52.23,2,27 2026,UConn,51.84,2,28 2026,Clemson,50.89,3,29 2026,Georgia Tech,50.66,3,30 2026,Minnesota,50.53,3,31 2026,Ohio State,49.04,2,32 2026,Nebraska,48.27,2,33 2026,Wake Forest,47.54,2,34 2026,VCU,47.24,2,35 2026,Oregon,47.21,2,36 2026,Creighton,46.92,2,37 2026,Xavier,46.62,3,38 2026,NC State,46.26,2,39 2026,Notre Dame,45.87,3,40 2026,Colorado State,45.83,3,41 2026,Georgetown,45.46,3,42 2026,Marquette,43.55,3,43 2026,Northwestern,43.37,2,44 2026,UCF,42.69,2,45 2026,Nevada,39.33,3,46 2026,Stephen F. Austin,39.00,3,47 2026,Loyola,38.44,2,48 2026,Ole Miss,38.06,2,49 2026,Louisiana,37.80,2,50 2026,San Francisco,37.42,2,51 2026,North Texas,37.03,2,52 2026,George Mason,36.91,2,53 2026,Austin Peay,36.89,3,54 2026,Fordham,36.31,3,55 2026,Western Kentucky,36.21,3,56 2026,Liberty,34.81,2,57 2026,Drake,32.36,2,58 2026,Omaha,32.26,3,59 2026,Louisiana Tech,31.62,4,60 2026,Miami,29.53,1,61 2026,Valparaiso,29.21,2,62 2026,Texas Tech,28.72,1,63 2026,Arizona,28.71,1,64 2026,Baylor,28.64,1,65 2026,New Mexico State,28.51,3,66 2026,Cincinnati,28.01,1,67 2026,Providence,27.98,1,68 2026,Texas A&M,27.56,1,69 2026,South Carolina,27.41,1,70 2026,Oklahoma,27.38,1,71 2026,Southern Illinois,27.33,3,72 2026,Boston College,26.66,1,73 2026,Princeton,26.44,2,74 2026,Indiana State,26.28,2,75 2026,Florida Atlantic,26.20,1,76 2026,Colorado,25.28,1,77 2026,Rhode Island,25.11,1,78 2026,East Carolina,24.78,1,79 2026,Pennsylvania,24.61,3,80 2026,Toledo,24.61,2,80 2026,Iowa,24.51,1,82 2026,Saint Mary's,23.56,1,83 2026,DePaul,23.36,3,84 2026,Boise State,23.18,1,85 2026,UTEP,23.12,2,86 2026,SMU,22.84,1,87 2026,Siena,22.52,2,88 2026,UCLA,22.29,1,89 2026,Stetson,22.04,1,90 2026,Harvard,21.60,1,91 2026,High Point,21.56,1,92 2026,Seton Hall,21.56,1,93 2026,UNC Greensboro,21.51,1,94 2026,Saint Louis,21.32,1,95 2026,UTSA,21.09,1,96 2026,Memphis,21.05,1,97 2026,TCU,21.00,2,98 2026,Oregon State,20.97,1,99 2026,Hofstra,20.93,1,100 2026,San Jose State,20.67,1,101 2026,California,20.65,1,102 2026,Arizona State,20.45,1,103 2026,Pacific,20.43,2,104 2026,Rutgers,20.38,1,105 2026,Wisconsin,20.34,2,106 2026,Auburn,20.10,1,107 2026,Rice,20.08,1,108 2026,Belmont,19.92,1,109 2026,Temple,19.85,1,110 2026,Northern Iowa,19.80,2,111 2026,Penn State,19.69,1,112 2026,UMass Lowell,19.69,1,113 2026,Dayton,19.66,1,114 2026,Sacramento State,19.60,1,115 2026,Towson,19.58,3,116 2026,San Diego State,19.50,1,117 2026,Utah,19.47,3,118 2026,Washington State,19.45,1,119 2026,Illinois-Chicago,19.10,1,120 2026,Arkansas State,19.06,3,121 2026,Western Michigan,18.98,1,122 2026,Saint Joseph's,18.74,1,123 2026,Kent State,18.44,1,124 2026,Oral Roberts,17.50,1,125 2026,South Dakota,16.50,1,126 2026,Long Beach State,16.11,1,127 2026,Richmond,16.00,2,128 2026,Murray State,16.00,1,128 2026,UC Santa Barbara,16.00,1,128 2026,Tulsa,15.00,1,131 2026,Seattle,15.00,1,131 2026,Albany,15.00,1,131 2026,Lipscomb,14.50,1,134 2026,Bowling Green,14.00,1,135 2026,La Salle,14.00,2,135 2026,Pepperdine,14.00,1,135 2026,Boston University,14.00,1,135 2026,Evansville,13.00,1,139 2026,Furman,13.00,1,139 2026,Alcorn State,12.00,1,141 2026,Wyoming,12.00,2,141 2026,Columbia,12.00,1,141 2026,SIU Edwardsville,11.00,1,144 2026,Sam Houston,11.00,1,144 2026,Coastal Carolina,11.00,1,144 2026,Texas A&M Corpus Christi,10.00,3,147
