
Oklahoma,124.393,107.169,0.847351,17-14,17,31,55.1,51.5,36.2,34.5,14.7,15.4,33.5,32.8,66.3746,54.5,51.5,37.2,34.3,0,0,49.7,50.8,44.3,39.3,66.3746,,,,2026,,,,-0.879665,74.5,
Queens,115.122,117.539,0.440524,21-13,21,34,56.6,54,36.3,38.7,14.8,15,30.4,33,69.4786,59,54.1,35.9,35.8,0,0,54.5,48,46.8,39.5,69.4786,,,,2026,,,,-6.87692,74.9,
"Southern Illinois",102.972,99.8414,0.587837,16-16,16,32,49.2,49,31.3,31.4,17,18.5,30.9,27.3,68.9982,52.2,51.5,27.8,30.4,0,0,48.6,52.1,29.2,41.5,68.9982,,,,2026,,,,-9.36217,68.3,
"San Diego St.",113.689,97.4304,0.855056,20-10,20,30,53.2,48.6,37.4,39.5,17,20.6,29.1,31,68.7747,53.2,47,35.5,33.5,0,0,54.9,58.2,34,47.9,68.7747,,,,2026,,,,-0.314837,74.9,
"Nebraska Omaha",106.567,113.046,0.336529,16-17,16,33,52.2,52.7,34.5,33.6,16.1,14.1,25.5,28.7,67.1191,53,55.6,34,32.9,0,0,46.9,53.4,40.9,45.5,67.1191,,,,2026,,,,-12.1563,73.2,
"East Texas A&M",101.037,111.89,0.236248,11-21,11,32,49.2,52.9,32,34.5,19.2,17,25.7,32.8,68.3173,51.2,51,31.3,37.3,0,0,62.4,56,46.2,38,68.3173,,,,2026,,,,-14.8446,67.9,
DePaul,107.677,100.923,0.678088,16-15,16,31,50.1,49.5,35.8,38,17.9,18.7,30.4,30.9,66.5188,51.2,47.4,32.2,35.8,0,0,61.1,57.7,39.1,34.2,66.5188,,,,2026,,,,-4.52997,69.3,
"UT Rio Grande Valley",112.179,107.519,0.619605,19-13,19,32,54.9,48.1,28.5,39,18,16.4,28.4,32,66.5079,54.5,49.7,36.9,30.3,0,0,60.2,58.3,43.4,38.5,66.5079,,,,2026,,,,-7.36273,76.2,
"Chicago St.",100.528,119.177,0.123793,7-25,7,32,45.3,56.7,30,38,15.6,20.1,28.3,35,65.6277,44,60,32.1,35.6,0,0,50.3,72.7,30.9,50.8,65.6277,,,,2026,,,,-19.0802,75,
"South Dakota",104.97,114.501,0.269055,16-16,16,32,49.9,54.5,45.2,31,16.6,15.9,28.7,30.3,69.9484,50.7,55.7,32.3,34.5,0,0,46.1,42.8,35.9,30,69.9484,,,,2026,,,,-11.4605,74.2,
"Montana St.",111.407,107.939,0.589938,18-14,18,32,53.6,51.7,30.2,29.6,14.7,15.7,27,28.2,65.9141,53.1,51.8,36.1,34.3,0,0,39.9,43.2,44.7,34.3,65.9141,,,,2026,,,,-8.06347,74,
"Oklahoma St.",117.148,107.041,0.738386,18-13,18,31,52.2,52.7,39.4,32.5,16.3,16.3,30.7,30.3,72.2557,52.6,52.3,34.2,35.5,0,0,51.2,57.5,36.5,43,72.2557,,,,2026,,,,-0.720716,74.3,
Wagner,102.759,115.797,0.202022,14-17,14,31,49.6,50.4,32.3,40.8,18.5,14.9,32.8,29.6,65.4446,46.6,49.9,36.6,34.3,0,0,48.9,54.1,36.1,35.8,65.4446,,,,2026,,,,-13.4706,72.6,
"Bethune Cookman",104.66,108.713,0.392461,17-14,17,31,51.1,49.5,41.2,38.6,19.2,15.7,30,31.7,69.1446,51.6,50,33.3,32.4,0,0,50.5,48,30.1,33.3,69.1446,,,,2026,,,,-7.44679,69.7,
Wofford,108.979,117.473,0.296708,19-13,19,32,52.5,53.8,36.2,36.8,13.4,14.9,29.8,29,67.8262,52.5,53.4,35,36.4,0,0,51.2,50.6,43.1,38,67.8262,,,,2026,,,,-9.35658,70.9,
"Cal Poly",110.087,114.612,0.386212,14-18,14,32,51.8,53.9,35.3,33.8,20,16.2,30.1,29.9,74.1765,53.6,55,33.5,34.9,0,0,49.3,52.3,52.7,40.9,74.1765,,,,2026,,,,-11.5837,78.5,
Towson,104.643,105.22,0.484201,19-15,19,34,46.5,48.5,30.4,29.3,15.9,15.2,36,29.1,63.406,47.8,50,29.4,30.9,0,0,38.9,46,34.9,41.4,63.406,,,,2026,,,,-8.77301,68.9,
"Delaware St.",89.1753,115.479,0.0486813,7-22,7,29,42.6,54.1,34,40.1,19.8,20.1,27.1,31.7,65.915,42.3,55.3,28.9,34.6,0,0,46.3,56,29.4,35,65.915,,,,2026,,,,-18.6717,69.2,
"Norfolk St.",101.86,117.891,0.156993,15-16,15,31,49.3,51.6,43.5,44.8,18.5,18.8,32.1,32,67.844,48.3,54.1,34.4,32.1,0,0,46.2,58.6,30.5,42,67.844,,,,2026,,,,-12.3309,67.3,
Vermont,106.117,113.587,0.313819,21-11,21,32,53.5,50.7,31.7,36.8,14.3,14.7,26.3,22.6,64.8062,55.5,49.1,34,35.3,0,0,49,49.3,44.6,41,64.8062,,,,2026,,,,-8.51673,72.6,
Liberty,118.505,113.18,0.629197,25-6,25,31,60.2,52.7,32,25.7,13.8,17.3,18.6,32.8,63.8002,61,50.2,39.6,38,0,0,61.6,46,48.6,37.2,63.8002,,,,2026,,,,-1.20063,70.8,
"UNC Wilmington",111.222,107.29,0.602028,26-6,26,32,50.9,47.2,41.7,31.8,15,15,35.4,26.7,64.8814,49.4,49.5,35.5,29.5,0,0,52.2,47,38.9,42.6,64.8814,,,,2026,,,,-2.63546,69.1,
"Le Moyne",101.464,113.767,0.211457,15-17,15,32,52.7,49.3,39.5,32.7,19.1,15,25.2,29.1,69.475,53.5,46.1,34.3,36,0,0,56.5,54.9,40.8,39.7,69.475,,,,2026,,,,-13.6742,71.8,
Presbyterian,103.311,113.129,0.260373,15-18,15,33,51,51.2,39.3,37.1,19.3,15.7,33.1,30.6,64.1875,52.3,50.6,31.6,34.7,0,0,49.1,47.9,28,36.3,64.1875,,,,2026,,,,-13.6041,68.5,
Michigan,129.347,91.8307,0.980911,29-2,29,31,58.7,44.2,39,26.3,16.9,15.8,36,28.1,71.6995,61.6,44.1,36.5,29.6,0,0,61,45.3,42.2,41.7,71.6995,,,,2026,,,,12.8303,74.5,
Bellarmine,115.535,128.37,0.229434,13-19,13,32,59.4,59.4,35,34.3,15.5,15,22.4,34.2,64.6059,61,58.1,38.1,40.4,0,0,53.4,61.9,41.2,50.5,64.6059,,,,2026,,,,-14.2926,78.8,
"East Carolina",104.074,111.794,0.305138,11-20,11,31,46.4,52.3,39.2,32.2,17.1,16.2,33.4,32.5,68.6397,47.5,52.2,29.3,34.9,0,0,47.3,54.6,31.1,38.8,68.6397,,,,2026,,,,-13.7175,70,
Northwestern,116.512,104.445,0.778567,13-18,13,31,51.3,50.6,34.1,34.8,13.1,17.4,28,34.7,65.4008,52.5,51.3,32.7,33.1,0,0,65.3,63,34.3,40.5,65.4008,,,,2026,,,,-4.23809,75.1,
"Eastern Illinois",97.2533,112.903,0.152398,13-20,13,33,45.7,50.8,33.5,35.3,18.6,19.3,28.2,35.2,65.6119,44.9,53.1,31.7,31.7,0,0,48.7,58,29.9,41.2,65.6119,,,,2026,,,,-15.1465,74.4,
Buffalo,112.361,116.868,0.388828,17-14,17,31,55.3,55.2,39.7,31.4,16,18,27.4,31.3,66.4191,54,57,37.9,35.1,0,0,54.5,59.3,45.4,42,66.4191,,,,2026,,,,-9.64276,74.3,
"Northern Kentucky",109.547,110.595,0.472662,20-14,20,34,53.2,54.2,35.9,37.2,16.3,18.6,32.2,31.6,69.9838,55.5,53.8,33.6,36.6,0,0,55.5,52.6,44.9,38.1,69.9838,,,,2026,,,,-9.47483,72.1,
Valparaiso,108.159,107.675,0.512897,18-15,18,33,47.6,50.5,39.1,35.1,15.7,16.9,32.5,30.1,65.1089,45.8,51.9,33.9,32.1,0,0,48.8,49.8,36.8,37,65.1089,,,,2026,,,,-8.17881,70.9,
Mercyhurst,101.727,111.327,0.261733,17-16,17,33,49.4,49.8,25.8,42.2,14.4,19,26.7,30.2,64.5409,50.2,50.8,31.7,32,0,0,54,52.4,31.5,34.2,64.5409,,,,2026,,,,-12.2709,74.2,
Elon,108.783,116.896,0.304238,14-18,14,32,52.2,54,33.5,34.6,15.9,16.4,32.2,33.5,66.8185,52.8,53.3,34.3,36.5,0,0,54.6,56.1,43.2,44.5,66.8185,,,,2026,,,,-13.0581,71.4,
"Appalachian St.",105.992,107.455,0.460654,19-13,19,32,49.9,47.5,39.1,31.2,15.3,14,32,29,62.9466,53.6,47,30.4,32.2,0,0,47.8,50.8,45.9,41.4,62.9466,,,,2026,,,,-9.03401,64.5,
"West Georgia",102.736,113.826,0.235274,15-17,15,32,49.6,53.4,29.2,36.9,15.9,14.7,31.5,29,69.0737,49.6,55.7,33.1,33.1,0,0,44.3,50.5,33,37.4,69.0737,,,,2026,,,,-12.351,70.4,
"Cleveland St.",110.251,123.932,0.206651,11-22,11,33,54.2,57.2,37.9,35.5,17.8,15.1,27,36.6,69.553,52,59.5,37.5,36.2,0,0,57.9,58.6,50.8,44,69.553,,,,2026,,,,-16.7809,76.2,
"Mississippi St.",113.832,106.587,0.680539,13-18,13,31,51.7,51,30.9,32.2,16.1,12.9,30,30.8,69.4361,53.7,51.1,32.6,33.8,0,0,45.4,52,40.3,39.3,69.4361,,,,2026,,,,-5.24161,66.8,
"Utah Tech",111.18,112.846,0.457339,18-14,18,32,53,50.7,30.1,33.1,17.4,16.9,28.4,34.5,66.1672,53.5,53.6,34.8,30.1,0,0,52.1,48.7,38.5,34.7,66.1672,,,,2026,,,,-7.36454,72,
"St. John's",119.255,95.9102,0.924514,25-6,25,31,51,47.7,42.5,32,14.7,19.4,35.9,30.1,69.7879,51.1,47.6,33.8,31.9,0,0,58.6,47.9,33.9,34.1,69.7879,,,,2026,,,,5.71649,72.4,
"Long Beach St.",104.613,111.297,0.329106,10-22,10,32,50.6,53.7,30.7,42.3,18,17.5,26.2,27.8,68.4064,51.5,54.8,32.7,34.4,0,0,46.2,53.1,34.8,35.3,68.4064,,,,2026,,,,-15.6604,72.5,
Samford,108.423,114.469,0.34886,18-14,18,32,53.1,51.9,41.9,32.9,13.4,13,25.3,25.7,67.3002,52.8,50.3,35.6,36.5,0,0,55.2,45.8,45.7,35.9,67.3002,,,,2026,,,,-9.66432,69.2,
"Eastern Washington",113.947,112.639,0.533137,13-18,13,31,54,54.9,35.3,36.6,17.9,16.5,31.5,31.5,67.7568,53.7,56,36.4,35.5,0,0,48.7,50.5,34.6,39.2,67.7568,,,,2026,,,,-11.3707,74.8,
"Kansas St.",112.526,105.801,0.670107,12-19,12,31,53.1,52.1,26.6,35.6,17.5,17.2,29.3,33.7,72.5916,52.5,53.1,35.9,33.6,0,0,58.3,57.2,41.1,38.4,72.5916,,,,2026,,,,-6.14286,71.1,
Pepperdine,105.979,113.825,0.305494,9-23,9,32,47.6,54.2,33.8,28.5,18.3,16.5,29.1,34,68.3439,48,54.9,31.4,35.5,0,0,56.2,56.1,39.2,40.3,68.3439,,,,2026,,,,-14.9967,75.8,
Charleston,107.422,109.184,0.453366,21-11,21,32,50.5,49.2,41.2,26.1,15.7,14.7,29.9,32.3,67.7124,53.4,49.5,30.6,32.6,0,0,52.6,53.2,38.1,43.7,67.7124,,,,2026,,,,-6.072,73.6,
"UC San Diego",107.297,102.974,0.616072,22-10,22,32,52.9,48.4,30.8,29.6,16.3,16.9,26.3,27.2,67.32,55.1,48.5,33.3,32.2,0,0,54.9,56.6,42.1,43.6,67.32,,,,2026,,,,-5.04818,68.8,
"Grambling St.",97.1617,107.851,0.231422,14-18,14,32,48.9,50.2,41.1,39.9,21.2,20.8,30.4,32.2,67.4574,49.3,50.7,32.2,32.9,0,0,51.7,52.9,38.5,34.8,67.4574,,,,2026,,,,-13.8558,72.9,
"Texas Southern",102.928,115.041,0.217638,12-17,12,29,50,52.4,37.9,43.5,18.6,16.4,28.6,31.3,68.5019,50.1,53.6,33.1,33.9,0,0,42.5,54.3,32.7,42.9,68.5019,,,,2026,,,,-11.9481,71.9,
"Central Connecticut",105.355,118.007,0.213461,18-12,18,30,51.6,50.2,31.2,26.9,16.2,14,27.5,30.4,64.8455,50.5,50.3,35.8,33.4,0,0,50.9,54,34.9,39.3,64.8455,,,,2026,,,,-9.35418,76.7,
VMI,99.3442,124.819,0.0675398,6-26,6,32,47.6,57,30.6,34.6,15.3,15.7,25.6,37.2,66.8157,47.9,58.9,31.5,36.5,0,0,50.7,62.3,53.6,46.5,66.8157,,,,2026,,,,-22.1821,72.2,
Auburn,125.426,107.526,0.854558,16-15,16,31,52.7,54.1,45.4,35.1,14.7,16.5,38,32.5,67.3273,54,53.2,33.9,36.9,0,0,46.3,51.3,38.8,40.4,67.3273,,,,2026,,,,0.0351727,74.9,
"New Orleans",109.298,111.749,0.436577,15-18,15,33,49.6,49,46.4,39.5,20.5,14.9,35.6,34.5,69.7229,50.6,49.3,31.8,32.4,0,0,52.5,60.3,33.7,40.2,69.7229,,,,2026,,,,-10.4603,74.3,
"Idaho St.",109.302,117.46,0.304113,13-20,13,33,51.8,54.5,37.9,38,17,14.7,32.8,27.9,65.2122,52.9,56.1,33.6,34.5,0,0,47,48.3,41.9,37,65.2122,,,,2026,,,,-13.9827,74.1,
Columbia,108.655,111.371,0.429507,16-12,16,28,53.5,51.2,28.6,33.5,19.3,15,36.1,27.2,66.7289,53.2,50.3,35.9,35.2,0,0,54.3,57.9,37.5,36,66.7289,,,,2026,,,,-7.5876,70.1,
"IU Indy",106.821,117.945,0.242457,7-25,7,32,52.2,58.2,21.7,46.6,15.9,19.2,28.7,35.6,73.6708,54.8,58.4,32.4,38.5,0,0,61.9,52.1,42.1,35.7,73.6708,,,,2026,,,,-19.9285,72.1,
"Western Carolina",110.152,114.598,0.388158,15-16,15,31,50.4,54.9,31.3,37.8,16.8,14.5,35.4,26.3,67.8852,50.6,54.8,33.5,36.7,0,0,44.3,48.1,40.9,43.7,67.8852,,,,2026,,,,-10.5505,71.4,
"Eastern Kentucky",109.324,121.449,0.229797,11-21,11,32,52.1,56.1,30.7,38.5,16.9,14.8,32.5,31.7,67.2077,51.6,57.4,35,36.2,0,0,53.3,54.5,50.8,41.6,67.2077,,,,2026,,,,-16.424,72.4,
Penn,107.496,106.557,0.525182,16-11,16,27,50.4,52,36.6,28.6,15.5,17.7,30.9,30.1,69.2483,46.6,54.8,38.2,31.8,0,0,52.3,52.6,34.8,39.1,69.2483,,,,2026,,,,-6.20732,68.7,
"South Carolina St.",95.8916,118.298,0.0820463,9-21,9,30,46.6,54.3,41.2,51.5,20.5,18.5,31.1,37.4,68.4944,44.4,56.6,34,33.8,0,0,53,58.5,33.3,39.4,68.4944,,,,2026,,,,-16.4433,66.5,
Idaho,109.394,107.769,0.542911,19-14,19,33,52,50.8,33.6,39,15.3,15.1,29.1,24.7,67.2639,51.7,49.2,34.8,35.9,0,0,45.6,46.1,47.4,35.6,67.2639,,,,2026,,,,-9.02273,73,
"Stony Brook",106.037,110.726,0.378083,17-15,17,32,50.2,50.7,28.4,35.4,16.8,17.1,28,32.4,66.1383,48.5,48.8,34.8,35.7,0,0,52.4,53.3,45.8,39.8,66.1383,,,,2026,,,,-10.4999,72.3,
Evansville,102.755,114.665,0.220771,7-25,7,32,49.3,55.1,29.8,31.4,19.1,15.4,22,30.2,66.9341,49.9,54,32.2,37.6,0,0,54.3,58,43.1,43.2,66.9341,,,,2026,,,,-17.5369,73.6,
"Saint Peter's",103.865,110.058,0.339391,17-12,17,29,46.4,48.1,35.5,46.4,17.7,20,37,34.7,65.4394,46.2,48,31,32.1,0,0,53.2,53.1,38.7,35.5,65.4394,,,,2026,,,,-8.32198,73.6,
Virginia,121.616,96.5971,0.933928,27-4,27,31,54.4,45.4,33.9,33,15.9,15.8,38.3,28.7,65.68,55.4,45.2,35.5,30.5,0,0,60,50.5,46.8,37.6,65.68,,,,2026,,,,6.80511,71.8,
UCF,122.075,107.405,0.813415,20-10,20,30,54,52.6,31.1,34.9,15.8,15.6,34.6,28.4,69.2755,52.6,54.1,37.8,33.7,0,0,54.3,51.7,34.5,40,69.2755,,,,2026,,,,1.67114,74.8,
Drexel,103.288,105.358,0.443199,17-16,17,33,50.7,47.1,31.6,35.4,19,16.4,31.2,31,64.1757,49,47.9,35.5,30.3,0,0,53.6,47.3,40,34.1,64.1757,,,,2026,,,,-11.6031,66.5,
"Charleston Southern",105.476,112.648,0.319391,15-17,15,32,54.1,46.9,30.5,43.3,18.5,12.8,29.4,30.3,71.5724,54.6,46.6,35.6,31.9,0,0,54.9,39.2,49.5,31.3,71.5724,,,,2026,,,,-13.17,64.8,
"Northern Iowa",110.18,99.2412,0.768963,23-12,23,35,54.2,47.2,25.7,29.3,14.5,18.1,22,26.3,62.1342,55.3,50,34.9,28.9,0,0,57.1,49.3,39.6,41.5,62.1342,,,,2026,,,,-5.0879,69.7,
"South Carolina",111.734,104.906,0.673731,13-18,13,31,50.3,51,37,33.7,14.4,14.7,26.6,32.3,66.3541,53.6,53.2,30.8,31.4,0,0,52.9,57.1,44.3,35.4,66.3541,,,,2026,,,,-5.72815,78.2,
Lamar,103.501,110.532,0.319545,12-19,12,31,47.8,50.9,27.9,44.4,18.1,17.3,35.7,29.4,65.338,47,49.7,32.9,35.3,0,0,55.4,57.7,33.9,37.5,65.338,,,,2026,,,,-14.0088,70.7,
Kentucky,120.743,101.312,0.882647,19-12,19,31,53.4,48.7,37.5,36.4,15.3,15.5,34.7,29.4,68.1082,54.2,49.1,34.9,32.1,0,0,57.4,56.8,39.4,40.5,68.1082,,,,2026,,,,2.53241,72.3,
Lafayette,101.088,115.718,0.174446,11-21,11,32,49.3,53.6,32.4,30.6,15.3,15.1,25.8,28.6,66.778,50,53.4,32.2,36,0,0,55.4,59,39.8,38,66.778,,,,2026,,,,-16.9273,68.9,
VCU,119.456,104.753,0.819117,24-7,24,31,54.3,48.9,44.6,34.4,15.5,17.1,33.1,30,69.1218,54.1,48.5,36.4,33,0,0,52.8,48.5,44.3,34,69.1218,,,,2026,,,,1.05123,74,
Wisconsin,127.114,102.794,0.91998,22-9,22,31,54.7,51.3,32.9,31.2,12.9,14.5,29.7,27.3,68.9761,55,51.9,36.3,33.6,0,0,57,49.9,51.8,40.1,68.9761,,,,2026,,,,4.1737,78.2,
Alabama,130.29,103.309,0.935138,23-8,23,31,55.6,49.1,37.1,33,13.2,12.7,32.3,33,72.9102,57.6,48.6,35.9,33.3,0,0,53.5,46.5,53.9,35.3,72.9102,,,,2026,,,,6.9343,76.7,
"Tennessee Tech",102.304,117.712,0.166123,13-18,13,31,48.9,51.5,35.5,31.3,19.1,15.1,31.3,30.7,67.0515,50.1,50.3,31.1,35.8,0,0,45.4,50.8,36.5,36.1,67.0515,,,,2026,,,,-14.5088,76.2,
NJIT,98.789,112.909,0.177068,16-16,16,32,46.9,50.1,33.9,38.2,17,16.2,26.1,32.3,68.1185,47.8,51,30.4,32.5,0,0,46,53,40.2,40.5,68.1185,,,,2026,,,,-11.407,70.5,
"North Alabama",100.477,118.608,0.129228,9-21,9,30,48,55.2,37.6,30.3,17.5,14.5,31.2,32.2,64.8153,49.1,56.5,30.7,35.7,0,0,40.5,55.4,33.7,43.3,64.8153,,,,2026,,,,-16.9789,68.4,
"Alabama A&M",105.711,117.367,0.230969,17-14,17,31,49.4,52.4,45,37.9,16.5,16.7,27.4,29.6,65.3641,48.1,51.5,34.6,35.9,0,0,46.4,56.1,33.5,37.1,65.3641,,,,2026,,,,-10.7012,74.7,
"Cal Baptist",108.116,101.244,0.680303,23-8,23,31,48.4,46.1,37.1,37.2,18.1,16.9,38.1,27.4,65.8504,47.8,47.1,33.1,29.4,0,0,40.7,45.8,31.9,32,65.8504,,,,2026,,,,-2.63388,71.3,
Dartmouth,105.477,113.811,0.294307,11-16,11,27,51.8,52.7,38,30.7,17.6,13.8,23.7,29.7,69.4473,49.4,53.2,36.1,34.6,0,0,53.9,50.8,48.7,39.2,69.4473,,,,2026,,,,-11.39,74.2,
"La Salle",106.317,109.04,0.427795,9-22,9,31,45.4,54.5,37.4,31.9,18.3,17.1,33.5,31.6,65.4853,45.4,55,30.2,35.9,0,0,56.6,60.6,31.8,42.5,65.4853,,,,2026,,,,-13.7441,72.2,
Tulsa,122.609,108.581,0.801758,25-6,25,31,57.4,50.1,40.8,31.9,15.1,15.6,32.4,28.7,67.8518,55.5,50,39.7,33.4,0,0,55.1,49.5,46.1,39.9,67.8518,,,,2026,,,,-0.470002,78.3,
"Incarnate Word",108.862,118.387,0.27595,12-19,12,31,50.2,54.5,34,41.6,17.2,15.7,32.1,32,65.4194,47.7,56,36.1,34.4,0,0,44.2,51.8,39.1,35.4,65.4194,,,,2026,,,,-13.6163,71.2,
"St. Thomas",114.501,108.536,0.649133,24-9,24,33,59.4,50.9,34.4,30.4,13.8,17.1,22.3,27.1,68.3791,63.6,53.5,36.4,31.4,0,0,57.2,52.4,46.5,41.2,68.3791,,,,2026,,,,-4.87386,68.8,
"Grand Canyon",110.908,97.387,0.816842,20-11,20,31,51.6,47.3,38.2,37.4,17.7,17.4,31.6,25.3,67.9111,54.3,47,31.5,31.8,0,0,49.8,50.6,39,38.6,67.9111,,,,2026,,,,-2.38325,75.9,
"Michigan St.",122.714,95.816,0.94508,25-6,25,31,53.6,48,36.2,30.8,17.1,14.9,38.3,22.6,65.8229,53.8,47.5,35.5,32.4,0,0,66.4,56,36.4,45.9,65.8229,,,,2026,,,,7.82805,76.2,
"Cal St. Fullerton",108.893,111.47,0.433164,17-15,17,32,52,55.1,37.3,35.1,15.1,19.4,24.6,28.4,72.6807,52.1,57.5,34.6,34.9,0,0,55.7,59.6,43.2,46.7,72.6807,,,,2026,,,,-8.63886,70.7,
"Southeastern Louisiana",99.755,110.497,0.235759,9-22,9,31,46.7,52.4,40.3,41.2,18.4,19.1,28.6,31.4,65.4035,49.4,51.4,28.4,36,0,0,51.6,53,39.5,37.9,65.4035,,,,2026,,,,-16.4692,68.4,
"UC Riverside",103.915,111.309,0.312059,10-22,10,32,48.9,52.7,35,40.9,19,15.5,27.8,30,68.483,49.9,53.8,31.6,33.5,0,0,49.7,50.7,38.3,31.7,68.483,,,,2026,,,,-15.2176,74.2,
Clemson,116.123,97.437,0.882635,22-9,22,31,53.1,48.3,37.4,33.2,14.7,17.5,28.5,25.5,64.3285,54.6,48.7,34.1,31.8,0,0,50.7,46.2,42.9,42.5,64.3285,,,,2026,,,,2.35357,72.6,
Colorado,118.282,107.162,0.756838,17-14,17,31,53.1,53,36.2,35.7,14.6,15.6,29.1,29.5,68.638,53.2,51.6,35.3,37,0,0,55.7,50.8,34.9,36.1,68.638,,,,2026,,,,-1.9482,76.1,
"Coastal Carolina",102.591,108.066,0.354832,19-13,19,32,47.9,46.8,32.3,34.9,15.2,12.3,26.9,27.6,67.0611,46.1,45.5,33.5,32.8,0,0,40.4,37.7,43.1,35.7,67.0611,,,,2026,,,,-8.7684,73.1,
"North Carolina A&T",105.168,117.638,0.216087,11-19,11,30,50.7,52.9,42.3,37.5,18.6,14.1,31.7,28.6,68.4846,52.3,51.7,31.6,36.6,0,0,45.4,58.5,32.7,38.1,68.4846,,,,2026,,,,-15.0116,73.5,
Washington,117.097,102.628,0.820058,15-16,15,31,51.4,49.9,30.2,31.9,15.5,14.4,34.3,28.6,67.0973,53.7,49.9,31.2,33.3,0,0,47.9,47.8,34.4,37.8,67.0973,,,,2026,,,,-3.05504,76.5,
"Colorado St.",119.433,110.144,0.717309,20-11,20,31,58.9,53.2,40.8,33.3,18.5,15,30.1,28.9,62.8746,58.7,54.1,39.4,34.8,0,0,62.8,47.3,48.6,43.7,62.8746,,,,2026,,,,-2.60151,77,
UMBC,107.613,109.703,0.444943,22-8,22,30,53.7,49.5,33.1,25.8,14.3,15.2,24.7,25,66.0029,54,49.8,35.5,32.7,0,0,45.5,44.1,38.6,37.5,66.0029,,,,2026,,,,-5.1379,76.1,
"Louisiana Monroe",101.505,122.624,0.102139,4-28,4,32,47.8,57.1,38.8,27.7,16.9,15.7,25.1,35.4,70.2509,47.4,58.4,32.2,36.9,0,0,50.2,58.1,41.9,42.3,70.2509,,,,2026,,,,-23.0748,72.7,
"The Citadel",100.675,120.998,0.107689,11-22,11,33,49.5,57.5,30,33.3,16.3,14.7,27.9,31.5,64.1599,51,59.6,32,36.6,0,0,50.6,52.2,47.8,44.1,64.1599,,,,2026,,,,-18.3259,66.5,
Hofstra,113.828,105.359,0.708692,23-10,23,33,51.7,45.8,32,35.3,16.1,15.1,34.7,30.8,64.69,48.6,43.9,37.1,32.3,0,0,48.6,55.6,43.3,40.6,64.69,,,,2026,,,,-4.59005,75.6,
"UMass Lowell",103.172,116.7,0.195157,15-17,15,32,50.1,53.2,35.7,28.1,18,14.4,32.4,29.2,69.3082,50.9,54.2,32.1,34.2,0,0,46.1,47.5,31,35.1,69.3082,,,,2026,,,,-12.7449,65.3,
"South Alabama",107.548,109.659,0.444337,21-11,21,32,52.7,50,39.2,25.3,13.2,18.2,25.2,31.3,64.617,53.3,50.9,34.5,33,0,0,45.6,70.9,36.6,64.3,64.617,,,,2026,,,,-7.38603,65.7,
Butler,117.637,106.217,0.763937,16-15,16,31,50.9,51.5,42.4,25,16.1,15.2,34.9,30.2,68.8779,51.9,53.1,32.8,32.6,0,0,57.3,53.4,35.3,37.4,68.8779,,,,2026,,,,-3.56126,71.8,
"SIU Edwardsville",99.5968,106.719,0.311252,19-13,19,32,49.5,45.6,30.6,34.3,17.9,17,30.1,31.6,64.4102,47.8,45.8,35,30.2,0,0,50.9,46.4,36.2,38.4,64.4102,,,,2026,,,,-10.5405,67.1,
"Northern Colorado",112.698,110.401,0.558923,20-12,20,32,55.7,50.1,27.5,38.8,15.4,12.4,27.2,24.2,68.4921,58.1,52.3,35,30.7,0,0,53.3,37.9,41.5,35,68.4921,,,,2026,,,,-6.94491,75.8,
Iowa,122.468,100.657,0.905122,20-11,20,31,56.3,52.5,34.2,39,15.1,21,30.3,27.8,63.0325,58.8,53.6,35.3,33.8,0,0,57.2,50.9,41.4,38.9,63.0325,,,,2026,,,,1.90083,77.5,
"Florida A&M",100.089,110.586,0.241047,14-15,14,29,49.3,51.6,37.6,40.7,21.4,18.9,30.6,30.4,67.9118,49.5,50.8,32.6,35.4,0,0,51.7,49.1,38,34.1,67.9118,,,,2026,,,,-10.8215,69.1,
TCU,114.263,99.6027,0.829081,21-10,21,31,50.9,51.3,39,29.5,15.6,20.1,34.1,28.8,67.4728,51.7,51.1,32.9,34.3,0,0,58.5,62.6,36.9,38.8,67.4728,,,,2026,,,,2.2673,70.6,
"Middle Tennessee",110.215,108.744,0.538541,17-14,17,31,51.6,50.8,31.6,35.8,16.9,15,30.6,28.3,65.3344,52.4,51.2,33.7,33.3,0,0,53.4,47.1,45,35.6,65.3344,,,,2026,,,,-7.87479,70.6,
Oregon,112.784,103.807,0.721898,12-19,12,31,49.7,51,34.8,32.1,17.8,15.7,32.7,32.1,65.9905,50.5,51.5,32.4,33.5,0,0,58.8,52.8,42.9,41.8,65.9905,,,,2026,,,,-5.56889,72.6,
Harvard,107.126,106.455,0.518065,17-11,17,28,53.5,50.7,26.7,27.2,17.2,17.3,26.7,28.7,63.1842,53.9,51.9,35.2,32.5,0,0,55.8,51.6,39.8,39,63.1842,,,,2026,,,,-6.56182,80.7,
Florida,127.146,92.3879,0.975214,25-6,25,31,54,46,38.5,33.8,16.1,15.4,42.7,24.8,70.6238,58.3,44.8,31.3,32.2,0,0,54.2,43.6,37.4,33.4,70.6238,,,,2026,,,,8.13375,70.8,
"Saint Joseph's",108.886,101.467,0.692435,21-10,21,31,49.4,47.4,30.6,26.8,16.9,15.2,31.2,30.9,68.184,52.5,47.1,30.5,31.9,0,0,60.2,51.1,45.8,39.6,68.184,,,,2026,,,,-3.59226,73.9,
